school_name,year,school_type,province,avg_score,min_score,max_score,total_quota,num_majors
HCP-Học Viện Chính Sách và Phát Triển,2020,Công lập,Hà Nội,25.51,22.15,30.0,5600,56
HCP-Học Viện Chính Sách và Phát Triển,2021,Công lập,Hà Nội,25.88,22.57,30.0,5600,56
HCP-Học Viện Chính Sách và Phát Triển,2022,Công lập,Hà Nội,24.9,21.27,29.6,5600,56
HCP-Học Viện Chính Sách và Phát Triển,2023,Công lập,Hà Nội,25.17,21.63,29.83,5600,56
HCP-Học Viện Chính Sách và Phát Triển,2024,Công lập,Hà Nội,25.32,21.79,29.91,5600,56
HCP-Học Viện Chính Sách và Phát Triển,2025,Công lập,Hà Nội,25.37,22.0,29.9,5600,56
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2020,Công lập,Hà Nội,20.85,16.02,27.97,4400,44
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2021,Công lập,Hà Nội,21.36,16.49,28.28,4400,44
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2022,Công lập,Hà Nội,20.17,15.26,27.54,4400,44
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2023,Công lập,Hà Nội,20.48,15.59,27.84,4400,44
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2024,Công lập,Hà Nội,20.64,15.76,27.77,4400,44
HCS-Học Viện Hành Chính Và Quản Trị Công (phía Nam),2025,Công lập,Hà Nội,20.7,16.0,27.9,4400,44
HDT-Trường Đại Học Hồng Đức,2020,Công lập,Hà Nội,19.74,15.0,28.55,18200,182
HDT-Trường Đại Học Hồng Đức,2021,Công lập,Hà Nội,20.21,15.0,28.85,18200,182
HDT-Trường Đại Học Hồng Đức,2022,Công lập,Hà Nội,19.12,15.0,28.13,18200,182
HDT-Trường Đại Học Hồng Đức,2023,Công lập,Hà Nội,19.39,15.0,28.33,18200,182
HDT-Trường Đại Học Hồng Đức,2024,Công lập,Hà Nội,19.57,15.0,28.4,18200,182
HDT-Trường Đại Học Hồng Đức,2025,Công lập,Hà Nội,19.59,14.25,28.38,18200,182
HEH-Học Viện Hậu Cần - Hệ Quân sự,2020,Quân đội/Công an,Hà Nội,26.53,23.74,28.46,1200,12
HEH-Học Viện Hậu Cần - Hệ Quân sự,2021,Quân đội/Công an,Hà Nội,26.9,24.15,28.8,1200,12
HEH-Học Viện Hậu Cần - Hệ Quân sự,2022,Quân đội/Công an,Hà Nội,26.05,22.92,28.09,1200,12
HEH-Học Viện Hậu Cần - Hệ Quân sự,2023,Quân đội/Công an,Hà Nội,26.27,23.24,28.22,1200,12
HEH-Học Viện Hậu Cần - Hệ Quân sự,2024,Quân đội/Công an,Hà Nội,26.44,23.53,28.39,1200,12
HEH-Học Viện Hậu Cần - Hệ Quân sự,2025,Quân đội/Công an,Hà Nội,26.46,23.67,28.33,1200,12
HGH-Trường Sĩ Quan Phòng Hóa,2020,Quân đội/Công an,Hà Nội,22.8,22.43,23.27,800,8
HGH-Trường Sĩ Quan Phòng Hóa,2021,Quân đội/Công an,Hà Nội,23.44,23.13,23.82,800,8
HGH-Trường Sĩ Quan Phòng Hóa,2022,Quân đội/Công an,Hà Nội,22.13,21.77,22.48,800,8
HGH-Trường Sĩ Quan Phòng Hóa,2023,Quân đội/Công an,Hà Nội,22.48,22.06,22.84,800,8
HGH-Trường Sĩ Quan Phòng Hóa,2024,Quân đội/Công an,Hà Nội,22.67,22.25,23.09,800,8
HGH-Trường Sĩ Quan Phòng Hóa,2025,Quân đội/Công an,Hà Nội,22.72,22.45,22.99,800,8
HHA-Trường Đại Học Hàng Hải Việt Nam,2020,Công lập,Hà Nội,22.06,19.08,29.18,26500,265
HHA-Trường Đại Học Hàng Hải Việt Nam,2021,Công lập,Hà Nội,22.55,19.53,29.54,26500,265
HHA-Trường Đại Học Hàng Hải Việt Nam,2022,Công lập,Hà Nội,21.37,18.27,28.78,26500,265
HHA-Trường Đại Học Hàng Hải Việt Nam,2023,Công lập,Hà Nội,21.66,18.55,28.95,26500,265
HHA-Trường Đại Học Hàng Hải Việt Nam,2024,Công lập,Hà Nội,21.87,18.86,29.1,26500,265
HHA-Trường Đại Học Hàng Hải Việt Nam,2025,Công lập,Hà Nội,21.91,19.0,29.11,26500,265
HHK-Học Viện Hàng không Việt Nam,2020,Công lập,Hà Nội,21.62,17.95,27.1,67800,678
HHK-Học Viện Hàng không Việt Nam,2021,Công lập,Hà Nội,22.11,18.45,27.47,67800,678
HHK-Học Viện Hàng không Việt Nam,2022,Công lập,Hà Nội,20.91,17.25,26.71,67800,678
HHK-Học Viện Hàng không Việt Nam,2023,Công lập,Hà Nội,21.21,17.55,26.94,67800,678
HHK-Học Viện Hàng không Việt Nam,2024,Công lập,Hà Nội,21.41,17.75,27.0,67800,678
HHK-Học Viện Hàng không Việt Nam,2025,Công lập,Hà Nội,21.47,18.0,27.0,67800,678
HHT-Trường Đại Học Hà Tĩnh,2020,Công lập,Hà Nội,15.88,15.0,26.52,12900,129
HHT-Trường Đại Học Hà Tĩnh,2021,Công lập,Hà Nội,16.36,15.45,26.77,12900,129
HHT-Trường Đại Học Hà Tĩnh,2022,Công lập,Hà Nội,15.65,15.0,26.01,12900,129
HHT-Trường Đại Học Hà Tĩnh,2023,Công lập,Hà Nội,15.69,15.0,26.27,12900,129
HHT-Trường Đại Học Hà Tĩnh,2024,Công lập,Hà Nội,15.74,15.0,26.3,12900,129
HHT-Trường Đại Học Hà Tĩnh,2025,Công lập,Hà Nội,15.72,15.0,26.35,12900,129
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2020,Tư thục,Hà Nội,15.83,15.0,20.78,19900,199
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2021,Tư thục,Hà Nội,16.31,15.45,21.28,19900,199
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2022,Tư thục,Hà Nội,15.55,15.0,20.12,19900,199
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2023,Tư thục,Hà Nội,15.61,15.0,20.4,19900,199
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2024,Tư thục,Hà Nội,15.67,15.0,20.64,19900,199
HIU-Trường Đại Học Quốc Tế Hồng Bàng,2025,Tư thục,Hà Nội,15.66,15.0,20.5,19900,199
HLU-Trường Đại Học Hạ Long,2020,Công lập,Hà Nội,18.71,15.0,27.47,14500,145
HLU-Trường Đại Học Hạ Long,2021,Công lập,Hà Nội,19.2,15.47,27.78,14500,145
HLU-Trường Đại Học Hạ Long,2022,Công lập,Hà Nội,18.19,15.0,27.06,14500,145
HLU-Trường Đại Học Hạ Long,2023,Công lập,Hà Nội,18.39,15.0,27.2,14500,145
HLU-Trường Đại Học Hạ Long,2024,Công lập,Hà Nội,18.55,15.0,27.35,14500,145
HLU-Trường Đại Học Hạ Long,2025,Công lập,Hà Nội,18.57,15.0,27.32,14500,145
HNM-Trường Đại học Thủ Đô Hà Nội,2020,Công lập,Hà Nội,24.88,20.87,28.26,20600,206
HNM-Trường Đại học Thủ Đô Hà Nội,2021,Công lập,Hà Nội,25.33,21.32,28.6,20600,206
HNM-Trường Đại học Thủ Đô Hà Nội,2022,Công lập,Hà Nội,24.24,20.12,27.88,20600,206
HNM-Trường Đại học Thủ Đô Hà Nội,2023,Công lập,Hà Nội,24.53,20.45,28.07,20600,206
HNM-Trường Đại học Thủ Đô Hà Nội,2024,Công lập,Hà Nội,24.7,20.69,28.19,20600,206
HNM-Trường Đại học Thủ Đô Hà Nội,2025,Công lập,Hà Nội,24.74,20.86,28.13,20600,206
HPN-Học Viện Phụ Nữ Việt Nam,2020,Công lập,Hà Nội,24.03,20.66,26.67,5300,53
HPN-Học Viện Phụ Nữ Việt Nam,2021,Công lập,Hà Nội,24.5,21.19,27.02,5300,53
HPN-Học Viện Phụ Nữ Việt Nam,2022,Công lập,Hà Nội,23.32,20.01,26.28,5300,53
HPN-Học Viện Phụ Nữ Việt Nam,2023,Công lập,Hà Nội,23.64,20.27,26.56,5300,53
HPN-Học Viện Phụ Nữ Việt Nam,2024,Công lập,Hà Nội,23.81,20.64,26.67,5300,53
HPN-Học Viện Phụ Nữ Việt Nam,2025,Công lập,Hà Nội,23.87,20.68,26.62,5300,53
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2020,Công lập,Hải Phòng,15.33,15.0,16.44,26600,266
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2021,Công lập,Hải Phòng,15.82,15.45,16.94,26600,266
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2022,Công lập,Hải Phòng,15.09,15.0,15.74,26600,266
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2023,Công lập,Hải Phòng,15.13,15.0,16.04,26600,266
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2024,Công lập,Hải Phòng,15.19,15.0,16.25,26600,266
HPU-Trường Đại học Quản lý và Công nghệ Hải Phòng,2025,Công lập,Hải Phòng,15.18,15.0,16.1,26600,266
HQH-Học Viện Hải Quân,2020,Quân đội/Công an,Hà Nội,23.61,23.03,24.19,600,6
HQH-Học Viện Hải Quân,2021,Quân đội/Công an,Hà Nội,24.14,23.55,24.67,600,6
HQH-Học Viện Hải Quân,2022,Quân đội/Công an,Hà Nội,22.93,22.42,23.52,600,6
HQH-Học Viện Hải Quân,2023,Quân đội/Công an,Hà Nội,23.21,22.64,23.8,600,6
HQH-Học Viện Hải Quân,2024,Quân đội/Công an,Hà Nội,23.47,22.83,24.1,600,6
HQH-Học Viện Hải Quân,2025,Quân đội/Công an,Hà Nội,23.52,23.08,23.96,600,6
HQT-Học Viện Ngoại Giao,2020,Công lập,Hà Nội,25.24,24.19,26.29,11100,111
HQT-Học Viện Ngoại Giao,2021,Công lập,Hà Nội,25.75,24.67,26.8,11100,111
HQT-Học Viện Ngoại Giao,2022,Công lập,Hà Nội,24.57,23.43,25.86,11100,111
HQT-Học Viện Ngoại Giao,2023,Công lập,Hà Nội,24.85,23.73,26.02,11100,111
HQT-Học Viện Ngoại Giao,2024,Công lập,Hà Nội,25.06,23.93,26.16,11100,111
HQT-Học Viện Ngoại Giao,2025,Công lập,Hà Nội,25.1,24.17,26.09,11100,111
HSU-Trường Đại Học Hoa Sen,2020,Tư thục,Hà Nội,15.33,15.0,17.3,13600,136
HSU-Trường Đại Học Hoa Sen,2021,Tư thục,Hà Nội,15.85,15.45,17.82,13600,136
HSU-Trường Đại Học Hoa Sen,2022,Tư thục,Hà Nội,15.12,15.0,16.56,13600,136
HSU-Trường Đại Học Hoa Sen,2023,Tư thục,Hà Nội,15.15,15.0,16.94,13600,136
HSU-Trường Đại Học Hoa Sen,2024,Tư thục,Hà Nội,15.2,15.0,17.11,13600,136
HSU-Trường Đại Học Hoa Sen,2025,Tư thục,Hà Nội,15.18,15.0,17.0,13600,136
HTA-Học viện Tòa án,2020,Công lập,Hà Nội,22.21,21.0,23.3,1600,16
HTA-Học viện Tòa án,2021,Công lập,Hà Nội,22.7,21.69,23.71,1600,16
HTA-Học viện Tòa án,2022,Công lập,Hà Nội,21.56,20.45,22.64,1600,16
HTA-Học viện Tòa án,2023,Công lập,Hà Nội,21.79,20.66,22.84,1600,16
HTA-Học viện Tòa án,2024,Công lập,Hà Nội,22.02,20.86,23.15,1600,16
HTA-Học viện Tòa án,2025,Công lập,Hà Nội,22.06,21.03,23.0,1600,16
HTC-Học Viện Tài chính,2020,Công lập,Hà Nội,23.85,20.99,26.78,12000,120
HTC-Học Viện Tài chính,2021,Công lập,Hà Nội,24.31,21.45,27.05,12000,120
HTC-Học Viện Tài chính,2022,Công lập,Hà Nội,23.17,20.27,26.34,12000,120
HTC-Học Viện Tài chính,2023,Công lập,Hà Nội,23.45,20.57,26.51,12000,120
HTC-Học Viện Tài chính,2024,Công lập,Hà Nội,23.63,20.77,26.61,12000,120
HTC-Học Viện Tài chính,2025,Công lập,Hà Nội,23.69,21.0,26.6,12000,120
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2020,Công lập,Hà Nội,24.01,20.0,26.06,3100,31
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2021,Công lập,Hà Nội,24.53,20.47,26.6,3100,31
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2022,Công lập,Hà Nội,23.33,19.42,25.44,3100,31
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2023,Công lập,Hà Nội,23.63,19.56,25.52,3100,31
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2024,Công lập,Hà Nội,23.81,19.87,25.83,3100,31
HTN-Học Viện Thanh Thiếu Niên Việt Nam,2025,Công lập,Hà Nội,23.88,20.0,25.8,3100,31
HVC-Học viện cán bộ TPHCM,2020,Công lập,TP.HCM,23.28,22.51,24.27,3100,31
HVC-Học viện cán bộ TPHCM,2021,Công lập,TP.HCM,23.76,22.99,24.8,3100,31
HVC-Học viện cán bộ TPHCM,2022,Công lập,TP.HCM,22.6,21.84,23.58,3100,31
HVC-Học viện cán bộ TPHCM,2023,Công lập,TP.HCM,22.86,22.05,23.9,3100,31
HVC-Học viện cán bộ TPHCM,2024,Công lập,TP.HCM,23.06,22.26,24.04,3100,31
HVC-Học viện cán bộ TPHCM,2025,Công lập,TP.HCM,23.13,22.5,24.0,3100,31
HVD-Học Viện Dân Tộc,2020,Công lập,Hà Nội,15.13,15.04,15.34,400,4
HVD-Học Viện Dân Tộc,2021,Công lập,Hà Nội,15.59,15.49,15.7,400,4
HVD-Học Viện Dân Tộc,2022,Công lập,Hà Nội,15.0,15.0,15.0,400,4
HVD-Học Viện Dân Tộc,2023,Công lập,Hà Nội,15.0,15.0,15.0,400,4
HVD-Học Viện Dân Tộc,2024,Công lập,Hà Nội,15.03,15.0,15.11,400,4
HVD-Học Viện Dân Tộc,2025,Công lập,Hà Nội,15.0,15.0,15.0,400,4
HVN-Học Viện Nông Nghiệp Việt Nam,2020,Công lập,Hà Nội,20.51,16.96,24.3,13500,135
HVN-Học Viện Nông Nghiệp Việt Nam,2021,Công lập,Hà Nội,21.01,17.46,24.92,13500,135
HVN-Học Viện Nông Nghiệp Việt Nam,2022,Công lập,Hà Nội,19.82,16.27,23.75,13500,135
HVN-Học Viện Nông Nghiệp Việt Nam,2023,Công lập,Hà Nội,20.12,16.56,24.01,13500,135
HVN-Học Viện Nông Nghiệp Việt Nam,2024,Công lập,Hà Nội,20.33,16.76,24.14,13500,135
HVN-Học Viện Nông Nghiệp Việt Nam,2025,Công lập,Hà Nội,20.37,17.0,24.1,13500,135
HVQ-Học Viện Quản Lý Giáo Dục,2020,Công lập,Hà Nội,23.12,15.13,25.7,2800,28
HVQ-Học Viện Quản Lý Giáo Dục,2021,Công lập,Hà Nội,23.57,15.51,26.18,2800,28
HVQ-Học Viện Quản Lý Giáo Dục,2022,Công lập,Hà Nội,22.49,15.0,25.11,2800,28
HVQ-Học Viện Quản Lý Giáo Dục,2023,Công lập,Hà Nội,22.73,15.0,25.35,2800,28
HVQ-Học Viện Quản Lý Giáo Dục,2024,Công lập,Hà Nội,22.92,15.0,25.58,2800,28
HVQ-Học Viện Quản Lý Giáo Dục,2025,Công lập,Hà Nội,22.96,15.0,25.5,2800,28
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2020,Công lập,Hà Nội,22.35,21.11,24.59,1200,12
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2021,Công lập,Hà Nội,22.86,21.45,24.95,1200,12
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2022,Công lập,Hà Nội,21.65,20.27,23.89,1200,12
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2023,Công lập,Hà Nội,21.97,20.56,24.13,1200,12
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2024,Công lập,Hà Nội,22.16,20.81,24.39,1200,12
HYD-Học Viện Y Dược Học Cổ Truyền Việt Nam,2025,Công lập,Hà Nội,22.2,21.0,24.25,1200,12
IUH-Trường Đại Học Công Nghiệp TPHCM,2020,Công lập,TP.HCM,21.59,15.95,26.63,23300,233
IUH-Trường Đại Học Công Nghiệp TPHCM,2021,Công lập,TP.HCM,22.09,16.45,26.98,23300,233
IUH-Trường Đại Học Công Nghiệp TPHCM,2022,Công lập,TP.HCM,20.91,15.3,26.23,23300,233
IUH-Trường Đại Học Công Nghiệp TPHCM,2023,Công lập,TP.HCM,21.2,15.58,26.44,23300,233
IUH-Trường Đại Học Công Nghiệp TPHCM,2024,Công lập,TP.HCM,21.39,15.77,26.56,23300,233
IUH-Trường Đại Học Công Nghiệp TPHCM,2025,Công lập,TP.HCM,21.45,16.0,26.5,23300,233
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2020,Công lập,Cần Thơ,22.87,20.14,25.02,10800,108
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2021,Công lập,Cần Thơ,23.38,20.67,25.44,10800,108
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2022,Công lập,Cần Thơ,22.16,19.46,24.26,10800,108
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2023,Công lập,Cần Thơ,22.48,19.71,24.58,10800,108
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2024,Công lập,Cần Thơ,22.67,19.92,24.82,10800,108
KCC-Trường Đại học Kỹ Thuật Công Nghệ Cần Thơ,2025,Công lập,Cần Thơ,22.72,20.15,24.68,10800,108
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2020,Công lập,Hà Nội,20.47,18.21,25.1,20900,209
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2021,Công lập,Hà Nội,20.96,18.71,25.64,20900,209
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2022,Công lập,Hà Nội,19.76,17.51,24.31,20900,209
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2023,Công lập,Hà Nội,20.08,17.81,24.7,20900,209
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2024,Công lập,Hà Nội,20.27,18.01,24.93,20900,209
KCN-Trường Đại Học Khoa Học Và Công Nghệ Hà Nội,2025,Công lập,Hà Nội,20.32,18.25,24.82,20900,209
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2020,Quân đội/Công an,Hà Nội,17.6,16.81,18.89,600,6
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2021,Quân đội/Công an,Hà Nội,18.18,17.51,19.36,600,6
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2022,Quân đội/Công an,Hà Nội,16.88,16.27,18.06,600,6
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2023,Quân đội/Công an,Hà Nội,17.22,16.49,18.37,600,6
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2024,Quân đội/Công an,Hà Nội,17.31,16.61,18.57,600,6
KGH-Trường Sĩ Quan Không Quân - Hệ Đại học,2025,Quân đội/Công an,Hà Nội,17.43,16.85,18.6,600,6
KHA-Đại Học Kinh Tế Quốc Dân,2020,Công lập,Hà Nội,26.21,23.06,28.92,34800,348
KHA-Đại Học Kinh Tế Quốc Dân,2021,Công lập,Hà Nội,26.6,23.62,29.3,34800,348
KHA-Đại Học Kinh Tế Quốc Dân,2022,Công lập,Hà Nội,25.66,22.26,28.57,34800,348
KHA-Đại Học Kinh Tế Quốc Dân,2023,Công lập,Hà Nội,25.89,22.56,28.73,34800,348
KHA-Đại Học Kinh Tế Quốc Dân,2024,Công lập,Hà Nội,26.06,22.76,28.9,34800,348
KHA-Đại Học Kinh Tế Quốc Dân,2025,Công lập,Hà Nội,26.09,23.0,28.83,34800,348
KMA-Học Viện Kỹ Thuật Mật Mã,2020,Công lập,Hà Nội,24.11,23.49,24.51,600,6
KMA-Học Viện Kỹ Thuật Mật Mã,2021,Công lập,Hà Nội,24.64,23.97,25.13,600,6
KMA-Học Viện Kỹ Thuật Mật Mã,2022,Công lập,Hà Nội,23.49,22.9,23.92,600,6
KMA-Học Viện Kỹ Thuật Mật Mã,2023,Công lập,Hà Nội,23.71,23.1,24.06,600,6
KMA-Học Viện Kỹ Thuật Mật Mã,2024,Công lập,Hà Nội,24.09,23.55,24.49,600,6
KMA-Học Viện Kỹ Thuật Mật Mã,2025,Công lập,Hà Nội,24.02,23.48,24.42,600,6
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2020,Quân đội/Công an,Hà Nội,28.16,26.53,29.35,800,8
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2021,Quân đội/Công an,Hà Nội,28.46,26.7,29.67,800,8
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2022,Quân đội/Công an,Hà Nội,27.74,26.0,29.02,800,8
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2023,Quân đội/Công an,Hà Nội,27.95,26.31,29.16,800,8
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2024,Quân đội/Công an,Hà Nội,28.03,26.27,29.31,800,8
KQH-Học Viện Kỹ Thuật Quân Sự - Hệ Quân sự,2025,Quân đội/Công an,Hà Nội,28.06,26.4,29.25,800,8
KSA-Đại Học Kinh Tế TPHCM,2020,Công lập,TP.HCM,24.62,22.77,27.86,27700,277
KSA-Đại Học Kinh Tế TPHCM,2021,Công lập,TP.HCM,25.09,23.25,28.17,27700,277
KSA-Đại Học Kinh Tế TPHCM,2022,Công lập,TP.HCM,23.98,22.11,27.44,27700,277
KSA-Đại Học Kinh Tế TPHCM,2023,Công lập,TP.HCM,24.25,22.35,27.64,27700,277
KSA-Đại Học Kinh Tế TPHCM,2024,Công lập,TP.HCM,24.44,22.67,27.76,27700,277
KSA-Đại Học Kinh Tế TPHCM,2025,Công lập,TP.HCM,24.49,22.8,27.7,27700,277
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2020,Công lập,TP.HCM,18.84,16.96,22.27,6800,68
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2021,Công lập,TP.HCM,19.33,17.45,22.82,6800,68
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2022,Công lập,TP.HCM,18.1,16.26,21.64,6800,68
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2023,Công lập,TP.HCM,18.44,16.59,21.88,6800,68
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2024,Công lập,TP.HCM,18.61,16.78,22.1,6800,68
KSV-Đại học Kinh Tế TPHCM - Phân hiệu Vĩnh Long,2025,Công lập,TP.HCM,18.68,17.0,22.0,6800,68
KTA-Trường Đại Học Kiến Trúc Hà Nội,2020,Công lập,Hà Nội,19.27,16.06,22.28,6900,69
KTA-Trường Đại Học Kiến Trúc Hà Nội,2021,Công lập,Hà Nội,19.76,16.56,22.81,6900,69
KTA-Trường Đại Học Kiến Trúc Hà Nội,2022,Công lập,Hà Nội,18.59,15.35,21.51,6900,69
KTA-Trường Đại Học Kiến Trúc Hà Nội,2023,Công lập,Hà Nội,18.88,15.65,21.94,6900,69
KTA-Trường Đại Học Kiến Trúc Hà Nội,2024,Công lập,Hà Nội,19.09,15.87,22.12,6900,69
KTA-Trường Đại Học Kiến Trúc Hà Nội,2025,Công lập,Hà Nội,19.13,16.1,22.0,6900,69
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2020,Công lập,Đà Nẵng,16.23,15.96,18.16,5500,55
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2021,Công lập,Đà Nẵng,16.69,16.45,18.73,5500,55
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2022,Công lập,Đà Nẵng,15.46,15.25,17.55,5500,55
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2023,Công lập,Đà Nẵng,15.8,15.55,17.69,5500,55
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2024,Công lập,Đà Nẵng,16.01,15.75,18.0,5500,55
KTD-Trường Đại Học Kiến Trúc Đà Nẵng,2025,Công lập,Đà Nẵng,16.04,16.0,18.0,5500,55
KTS-Trường Đại Học Kiến Trúc TPHCM,2020,Công lập,TP.HCM,20.54,17.24,24.54,3200,32
KTS-Trường Đại Học Kiến Trúc TPHCM,2021,Công lập,TP.HCM,21.03,17.85,24.98,3200,32
KTS-Trường Đại Học Kiến Trúc TPHCM,2022,Công lập,TP.HCM,19.86,16.59,23.76,3200,32
KTS-Trường Đại Học Kiến Trúc TPHCM,2023,Công lập,TP.HCM,20.17,16.77,24.15,3200,32
KTS-Trường Đại Học Kiến Trúc TPHCM,2024,Công lập,TP.HCM,20.33,17.15,24.35,3200,32
KTS-Trường Đại Học Kiến Trúc TPHCM,2025,Công lập,TP.HCM,20.4,17.01,24.43,3200,32
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2020,Quân đội/Công an,Hà Nội,20.51,16.09,24.3,700,7
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2021,Quân đội/Công an,Hà Nội,21.02,16.57,24.96,700,7
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2022,Quân đội/Công an,Hà Nội,19.86,15.38,23.7,700,7
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2023,Quân đội/Công an,Hà Nội,20.08,15.72,23.92,700,7
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2024,Quân đội/Công an,Hà Nội,20.32,15.91,24.13,700,7
LAH-Trường Sĩ Quan Lục Quân 1 - Đại học Trần Quốc Tuấn,2025,Quân đội/Công an,Hà Nội,20.39,15.85,24.2,700,7
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2020,Quân đội/Công an,Hà Nội,22.45,21.74,24.01,1200,12
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2021,Quân đội/Công an,Hà Nội,22.99,22.34,24.54,1200,12
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2022,Quân đội/Công an,Hà Nội,21.73,21.09,23.24,1200,12
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2023,Quân đội/Công an,Hà Nội,22.06,21.44,23.5,1200,12
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2024,Quân đội/Công an,Hà Nội,22.25,21.51,23.85,1200,12
LBH-Trường Sĩ Quan Lục Quân 2 - Đại học Nguyễn Huệ,2025,Quân đội/Công an,Hà Nội,22.29,21.75,23.72,1200,12
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2020,Quân đội/Công an,Hà Nội,28.36,26.91,29.25,700,7
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2021,Quân đội/Công an,Hà Nội,28.66,27.27,29.58,700,7
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2022,Quân đội/Công an,Hà Nội,27.96,26.53,28.93,700,7
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2023,Quân đội/Công an,Hà Nội,28.11,26.66,29.08,700,7
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2024,Quân đội/Công an,Hà Nội,28.26,26.86,29.22,700,7
LCH-Trường Sĩ Quan Chính Trị - Đại Học Chính Trị,2025,Quân đội/Công an,Hà Nội,28.26,26.82,29.16,700,7
LDA-Trường Đại Học Công Đoàn,2020,Công lập,Hà Nội,22.26,18.22,25.58,8500,85
LDA-Trường Đại Học Công Đoàn,2021,Công lập,Hà Nội,22.75,18.77,26.04,8500,85
LDA-Trường Đại Học Công Đoàn,2022,Công lập,Hà Nội,21.55,17.6,24.88,8500,85
